class_name,file_name,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
tree,00000070.jpg,0.4678478240966797,0.29239434003829956,0.14872024953365326,0.9946368336677551,0.4569889307022095,0.2797742784023285,0.1039363294839859,0.9952279329299927,0.45031580328941345,0.27910131216049194,0.10389833897352219,0.9957994818687439,0.4440150856971741,0.27863940596580505,0.10386829823255539,0.9946392178535461,0.4745352864265442,0.28074291348457336,0.07659114897251129,0.9952758550643921,0.47986263036727905,0.2805632948875427,0.07664085924625397,0.9957734942436218,0.4861430823802948,0.28040483593940735,0.07643178105354309,0.993728756904602,0.429878830909729,0.2834915518760681,-0.008930559270083904,0.9968256950378418,0.48662829399108887,0.2863255441188812,-0.13888555765151978,0.9967779517173767,0.46035993099212646,0.3000156581401825,0.1250084638595581,0.9940090179443359,0.47585272789001465,0.30097541213035583,0.08657168596982956,0.991593599319458,0.34613850712776184,0.33629706501960754,0.041168149560689926,0.997840166091919,0.5224313735961914,0.3378012180328369,-0.2579885423183441,0.9932924509048462,0.37015432119369507,0.2367798388004303,0.11094648391008377,0.5987144708633423,0.49175047874450684,0.24309059977531433,-0.3629000186920166,0.7501462697982788,0.4369238018989563,0.1378800868988037,0.011016140691936016,0.7679384350776672,0.4477473199367523,0.14214056730270386,-0.45639580488204956,0.8804339170455933,0.42749762535095215,0.11200186610221863,-0.03098740428686142,0.7541092038154602,0.4443007707595825,0.11401516199111938,-0.5108000040054321,0.8713071346282959,0.4357018768787384,0.11250191926956177,-0.07216021418571472,0.7507034540176392,0.43793439865112305,0.1143394410610199,-0.5246416330337524,0.8681777119636536,0.43735024333000183,0.12322798371315002,-0.013194744475185871,0.7593806982040405,0.4389001429080963,0.12499812245368958,-0.46265292167663574,0.8390841484069824,0.42610928416252136,0.5729323029518127,0.10368736833333969,0.9999263286590576,0.5006214380264282,0.5623777508735657,-0.10429660975933075,0.9994111061096191,0.45529115200042725,0.7511443495750427,0.03814775124192238,0.9894500374794006,0.6946024894714355,0.6342551708221436,-0.10378581285476685,0.9464396834373474,0.46863019466400146,0.9240602254867554,0.007999747060239315,0.9510979652404785,0.5155909061431885,0.6752446889877319,0.35759851336479187,0.6346904635429382,0.47105541825294495,0.9467010498046875,0.0020706821233034134,0.9639784693717957,0.4793218970298767,0.6750598549842834,0.4140039086341858,0.8222373127937317,0.46229448914527893,0.9451922178268433,-0.07510946691036224,0.6731187701225281,0.48503378033638,0.6978259086608887,0.5316497087478638,0.37320858240127563
tree,00000071.jpg,0.5302633047103882,0.1484644114971161,-0.5573491454124451,0.9999521970748901,0.5431086421012878,0.13093480467796326,-0.5085515975952148,0.9999159574508667,0.5506884455680847,0.13062599301338196,-0.5086880326271057,0.9999021291732788,0.5598511695861816,0.13015109300613403,-0.5087350606918335,0.9999103546142578,0.5161731839179993,0.13119882345199585,-0.510115921497345,0.9998942613601685,0.5040383338928223,0.1314603090286255,-0.5102312564849854,0.9998855590820312,0.4922977685928345,0.1320093870162964,-0.5103406310081482,0.9999139308929443,0.5691455006599426,0.13541987538337708,-0.20065434277057648,0.9998167157173157,0.4750638008117676,0.13868144154548645,-0.20677588880062103,0.9999302625656128,0.5426138043403625,0.1664300262928009,-0.4395191967487335,0.9999521970748901,0.5084660649299622,0.16743680834770203,-0.4418981373310089,0.9999279975891113,0.6465974450111389,0.2360834926366806,-0.05178840085864067,0.999736487865448,0.4025565981864929,0.23901472985744476,-0.04626535624265671,0.9990658164024353,0.7294411063194275,0.34746259450912476,-0.36301136016845703,0.975122332572937,0.3557049632072449,0.35705238580703735,-0.28290778398513794,0.954602837562561,0.5617527365684509,0.2991272807121277,-0.8299172520637512,0.9395744204521179,0.529638409614563,0.28968095779418945,-0.6684753894805908,0.8969053626060486,0.5455945730209351,0.2730453610420227,-0.9109655618667603,0.8502825498580933,0.5517887473106384,0.2638346552848816,-0.7603250741958618,0.7945213913917542,0.5463215708732605,0.2611949145793915,-0.8678680658340454,0.8355705738067627,0.5470354557037354,0.25424543023109436,-0.7154172658920288,0.7619686126708984,0.5486173629760742,0.2694617807865143,-0.8190367817878723,0.7792819738388062,0.5416637659072876,0.2622838616371155,-0.6551827192306519,0.6889154314994812,0.5618956089019775,0.49575498700141907,-0.061693303287029266,0.9994069337844849,0.4296344518661499,0.4830000102519989,0.06215379014611244,0.9990586638450623,0.5349986553192139,0.6709109544754028,-0.0018549904925748706,0.9736496210098267,0.21687999367713928,0.5647441744804382,-0.4574759304523468,0.9934951663017273,0.4886705279350281,0.8304272890090942,0.3857261836528778,0.9854643940925598,0.4732178747653961,0.5819329619407654,0.18592318892478943,0.7358067035675049,0.4762222468852997,0.850380539894104,0.4128916561603546,0.8925805687904358,0.5117242932319641,0.5670009851455688,0.25171783566474915,0.675035834312439,0.49279943108558655,0.8950103521347046,0.09654385596513748,0.9785658717155457,0.5282999873161316,0.6549297571182251,0.13323239982128143,0.7405144572257996
tree,00000072.jpg,0.5566197037696838,0.24232584238052368,-0.12329314649105072,0.9786803722381592,0.5439628958702087,0.2315249741077423,-0.10270394384860992,0.9778709411621094,0.5419467091560364,0.23186179995536804,-0.10272901505231857,0.9679158329963684,0.5396522283554077,0.23207110166549683,-0.10267698764801025,0.9788112044334412,0.5425323843955994,0.2317182719707489,-0.16278600692749023,0.9815354347229004,0.5397005081176758,0.23202043771743774,-0.1627405732870102,0.9772415161132812,0.5366047620773315,0.23210972547531128,-0.1627892404794693,0.9818817973136902,0.5200116634368896,0.24297598004341125,0.007943362928926945,0.9718506932258606,0.5185801982879639,0.24344828724861145,-0.2677380442619324,0.9766765236854553,0.5524411797523499,0.2574461102485657,-0.07590478658676147,0.9794321060180664,0.5500644445419312,0.2569414973258972,-0.15557923913002014,0.9775589108467102,0.5131478905677795,0.3094257712364197,0.14288215339183807,0.9632651209831238,0.49959447979927063,0.30920130014419556,-0.390227347612381,0.9909294247627258,0.5125107169151306,0.20223885774612427,0.25955814123153687,0.11780781298875809,0.4953072667121887,0.19519087672233582,-0.6129177808761597,0.9699662923812866,0.49510106444358826,0.0860743522644043,0.09058339893817902,0.2843487560749054,0.4834469258785248,0.0686781108379364,-0.6767944693565369,0.9525808691978455,0.4819818139076233,0.05714195966720581,0.056163299828767776,0.31740686297416687,0.47465991973876953,0.04278653860092163,-0.7389286160469055,0.938290536403656,0.48012876510620117,0.05664500594139099,0.024622881785035133,0.31859391927719116,0.47069254517555237,0.042291998863220215,-0.7302433848381042,0.9255766868591309,0.48331353068351746,0.06736519932746887,0.06473688036203384,0.3360760807991028,0.4728561043739319,0.04980510473251343,-0.6740597486495972,0.897202730178833,0.5186293721199036,0.5535933375358582,0.18876172602176666,0.9909958243370056,0.5145147442817688,0.5637738704681396,-0.1888572722673416,0.991523027420044,0.504588782787323,0.7198458909988403,0.26118871569633484,0.17058296501636505,0.5023220181465149,0.7296621203422546,-0.14986419677734375,0.8852711319923401,0.47447219491004944,0.8908497095108032,0.42488446831703186,0.28690510988235474,0.47531750798225403,0.9031851291656494,-0.01185858529061079,0.8849659562110901,0.45186179876327515,0.9155991077423096,0.4334707260131836,0.4881017208099365,0.4507303833961487,0.9312840700149536,-0.005181138403713703,0.922655463218689,0.5295904278755188,0.9414275884628296,0.33878767490386963,0.34303978085517883,0.5294397473335266,0.9538851976394653,-0.16984926164150238,0.7965137958526611
tree,00000073.jpg,0.5069266557693481,0.27540042996406555,-0.25861743092536926,0.9986912608146667,0.5123094320297241,0.2629292607307434,-0.237904354929924,0.9987099170684814,0.5159497857093811,0.2627209722995758,-0.23789973556995392,0.9983761310577393,0.5191035866737366,0.26252707839012146,-0.23796702921390533,0.9990205764770508,0.5011191368103027,0.2635633051395416,-0.23132462799549103,0.9978451728820801,0.4972771406173706,0.2635357975959778,-0.23140092194080353,0.9967362284660339,0.49395546317100525,0.26346924901008606,-0.2315034419298172,0.9978824257850647,0.52531498670578,0.2705870270729065,-0.13676559925079346,0.9982807636260986,0.4907744526863098,0.27252861857414246,-0.1044839397072792,0.998313307762146,0.5149142742156982,0.28874436020851135,-0.22187824547290802,0.9979890584945679,0.501360297203064,0.2887439429759979,-0.21281671524047852,0.9961308240890503,0.5525705814361572,0.3328225612640381,-0.15636013448238373,0.9955556988716125,0.47299203276634216,0.33711689710617065,-0.07418852299451828,0.9892351031303406,0.5512208342552185,0.21751847863197327,-0.27540522813796997,0.9854472875595093,0.46797943115234375,0.22076481580734253,-0.11716613918542862,0.9647322297096252,0.5180486440658569,0.11702808737754822,-0.2972432076931,0.9414691925048828,0.49912577867507935,0.12038874626159668,-0.13159680366516113,0.917963981628418,0.5113705992698669,0.087869793176651,-0.328157514333725,0.8767765760421753,0.5057452917098999,0.0943814218044281,-0.16675955057144165,0.8345324397087097,0.5102534294128418,0.08624935150146484,-0.3184269368648529,0.8628655672073364,0.505340039730072,0.09241631627082825,-0.1556927114725113,0.8169499039649963,0.5112695097923279,0.0950421392917633,-0.29765748977661133,0.8588012456893921,0.5041110515594482,0.10128548741340637,-0.13477790355682373,0.8251625299453735,0.5209243893623352,0.5799530744552612,-0.03908457234501839,0.9988019466400146,0.46800538897514343,0.564389705657959,0.03906331956386566,0.997073769569397,0.49959596991539,0.7510412931442261,-0.000637648394331336,0.9364292621612549,0.36582016944885254,0.638215184211731,-0.10432786494493484,0.9662462472915649,0.4835612177848816,0.9040700197219849,0.18894238770008087,0.9743316769599915,0.4719266891479492,0.6425237059593201,0.1984236091375351,0.5948297381401062,0.47980204224586487,0.9249178171157837,0.20311406254768372,0.8670811653137207,0.4858866333961487,0.632902204990387,0.22915734350681305,0.5745140314102173,0.4822278320789337,0.94886314868927,0.08895957469940186,0.9461116194725037,0.4850856363773346,0.713900625705719,0.21052657067775726,0.5900540351867676
tree,00000074.jpg,0.529127299785614,0.25930193066596985,-0.40944379568099976,0.9982650876045227,0.5394122004508972,0.24326276779174805,-0.3626452386379242,0.9982682466506958,0.5459163784980774,0.2430787980556488,-0.36265328526496887,0.9978315234184265,0.5520086884498596,0.24333563446998596,-0.3628160357475281,0.9987371563911438,0.518324613571167,0.24412637948989868,-0.35030680894851685,0.9972537159919739,0.5106934905052185,0.24440902471542358,-0.3504267930984497,0.9954333901405334,0.5029590129852295,0.2448730170726776,-0.35059598088264465,0.997033953666687,0.5667656660079956,0.2534978687763214,-0.15387286245822906,0.9979865550994873,0.49872666597366333,0.25426536798477173,-0.09102046489715576,0.9976563453674316,0.5446276068687439,0.27533406019210815,-0.335043340921402,0.9972742199897766,0.5203960537910461,0.27510765194892883,-0.31730204820632935,0.9945883750915527,0.6211416125297546,0.32807111740112305,-0.22774919867515564,0.9949005246162415,0.46022742986679077,0.329678475856781,-0.026886554434895515,0.981864333152771,0.619274377822876,0.20480850338935852,-0.48235732316970825,0.9821845889091492,0.4429621994495392,0.20759782195091248,-0.11151453107595444,0.94028639793396,0.5422861576080322,0.09753307700157166,-0.5165371298789978,0.9143595695495605,0.503066897392273,0.10055375099182129,-0.1274344027042389,0.8559381365776062,0.5287286043167114,0.06923484802246094,-0.5790430903434753,0.8382908701896667,0.5176010131835938,0.07197803258895874,-0.19988346099853516,0.737047016620636,0.5267086029052734,0.06846091151237488,-0.5593389272689819,0.8207109570503235,0.5184559226036072,0.07075423002243042,-0.1711011826992035,0.712465763092041,0.5288109183311462,0.07703012228012085,-0.5181499123573303,0.8249276280403137,0.515489935874939,0.08060726523399353,-0.1339571475982666,0.7373908758163452,0.5567936897277832,0.5871834754943848,-0.09487678855657578,0.9981978535652161,0.4526618719100952,0.5767655968666077,0.09487888962030411,0.9948540329933167,0.542968213558197,0.7785477042198181,-0.08398271352052689,0.9268014430999756,0.2454981505870819,0.6701526641845703,-0.16510441899299622,0.9403791427612305,0.50731360912323,0.9369179606437683,0.21301798522472382,0.9656481742858887,0.4747319519519806,0.6718881130218506,0.48755326867103577,0.5131755471229553,0.4976086914539337,0.9591257572174072,0.23136702179908752,0.8085163235664368,0.5069785118103027,0.660795271396637,0.5528156161308289,0.5628986954689026,0.4869307577610016,0.9859226942062378,-0.020890291780233383,0.9199806451797485,0.5276426076889038,0.7529768943786621,0.5300254821777344,0.48911136388778687
tree,00000075.jpg,0.5274453163146973,0.3625429570674896,-0.21374265849590302,0.9987899661064148,0.5337074995040894,0.352703720331192,-0.18328125774860382,0.9982843995094299,0.5378957390785217,0.3532874882221222,-0.18326541781425476,0.9975301623344421,0.5416950583457947,0.35387665033340454,-0.18331298232078552,0.9985809326171875,0.5200729966163635,0.3518284559249878,-0.18079213798046112,0.9977409839630127,0.515333890914917,0.35196664929389954,-0.18088214099407196,0.9965453743934631,0.5107713937759399,0.3522264063358307,-0.1809358149766922,0.9980756044387817,0.5466791391372681,0.361689031124115,-0.05397769808769226,0.9964764714241028,0.5044389963150024,0.3610694408416748,-0.03971032798290253,0.9980759620666504,0.5358842611312866,0.37596720457077026,-0.1687033623456955,0.997266411781311,0.5191671848297119,0.3745352029800415,-0.16468985378742218,0.9963162541389465,0.5725366473197937,0.4204716086387634,-0.08467111736536026,0.995933473110199,0.4847952127456665,0.41868919134140015,-0.01563151925802231,0.9911983609199524,0.5872216820716858,0.3355364501476288,-0.21651268005371094,0.9818993806838989,0.477006196975708,0.32723045349121094,-0.11019255220890045,0.9763540029525757,0.5420207977294922,0.2569814920425415,-0.2470456063747406,0.9423954486846924,0.5113871097564697,0.2504405975341797,-0.1554727852344513,0.9469525814056396,0.5315451622009277,0.232760488986969,-0.28593701124191284,0.8749614357948303,0.5192614197731018,0.2285933792591095,-0.2039577215909958,0.875985860824585,0.5294591188430786,0.2319309115409851,-0.2719252407550812,0.8594603538513184,0.5189681053161621,0.22847577929496765,-0.18765728175640106,0.8596656322479248,0.5308853983879089,0.24019202589988708,-0.24808739125728607,0.8614885807037354,0.5176087617874146,0.23586687445640564,-0.15886685252189636,0.8698490858078003,0.552944540977478,0.604473352432251,-0.04647989198565483,0.9970040917396545,0.48765987157821655,0.5967959761619568,0.04660972207784653,0.9944254159927368,0.5298702716827393,0.7469170689582825,-0.054870832711458206,0.8939951658248901,0.38518425822257996,0.646622896194458,-0.18065766990184784,0.9225322604179382,0.5128294229507446,0.88277268409729,0.06525987386703491,0.9576813578605652,0.5045185089111328,0.6914479732513428,0.10483676940202713,0.6151756644248962,0.5100683569908142,0.8958967924118042,0.06876002997159958,0.7645199298858643,0.5198774933815002,0.68523770570755,0.13121339678764343,0.6183612942695618,0.5027614235877991,0.9188036322593689,-0.09504520893096924,0.9144365191459656,0.5180634260177612,0.7490495443344116,0.07627684623003006,0.6111286282539368
tree,00000076.jpg,0.5612298846244812,0.20867305994033813,-0.869260847568512,0.999998927116394,0.575239896774292,0.19158950448036194,-0.8279951214790344,0.9999984502792358,0.5850107669830322,0.19107139110565186,-0.8279213905334473,0.9999982118606567,0.5925047993659973,0.19071650505065918,-0.8280124068260193,0.9999985694885254,0.5455257892608643,0.19281145930290222,-0.8212355971336365,0.9999979734420776,0.536403477191925,0.1932646930217743,-0.8214114904403687,0.9999974966049194,0.5273104310035706,0.1939728856086731,-0.8213860392570496,0.9999980926513672,0.6089814901351929,0.1955755352973938,-0.5428031086921692,0.9999972581863403,0.5162413716316223,0.20171105861663818,-0.5220720171928406,0.9999984502792358,0.5848482847213745,0.22688376903533936,-0.7604122757911682,0.9999995231628418,0.5473004579544067,0.22983351349830627,-0.7543159127235413,0.9999991655349731,0.6952742338180542,0.2969088554382324,-0.3737407326698303,0.9999972581863403,0.45246243476867676,0.3002089560031891,-0.24205707013607025,0.9999430179595947,0.818671464920044,0.388112872838974,-0.29860496520996094,0.9989315867424011,0.3294048309326172,0.39318862557411194,-0.07692781835794449,0.9880226850509644,0.7429751753807068,0.4783485233783722,-0.5455220341682434,0.9934779405593872,0.41025954484939575,0.4826776385307312,-0.26368746161460876,0.9267189502716064,0.710788905620575,0.507588803768158,-0.6159029603004456,0.9779035449028015,0.43238210678100586,0.5097009539604187,-0.3243085741996765,0.840554416179657,0.6939052939414978,0.4933493137359619,-0.6465837359428406,0.9777486324310303,0.45502686500549316,0.4997328817844391,-0.35129716992378235,0.8358059525489807,0.6987602710723877,0.4846026599407196,-0.554025411605835,0.967170000076294,0.4509947896003723,0.4903743267059326,-0.2733132541179657,0.8076834082603455,0.6238514184951782,0.5436587929725647,-0.07849593460559845,0.9999018907546997,0.49200698733329773,0.5284416079521179,0.07842864096164703,0.9995878338813782,0.5806642770767212,0.7269622087478638,-0.07992862164974213,0.9519423246383667,0.25165215134620667,0.6348797678947449,-0.28477540612220764,0.9436542391777039,0.5474923849105835,0.8724395036697388,0.41025635600090027,0.9753246307373047,0.5074833035469055,0.6201097369194031,0.4421716034412384,0.41506335139274597,0.5385825037956238,0.8864177465438843,0.45225295424461365,0.9226453900337219,0.5388018488883972,0.6059620380401611,0.518900454044342,0.5065116882324219,0.5433740019798279,0.9408806562423706,0.22481809556484222,0.9609986543655396,0.5413964986801147,0.670924723148346,0.46980881690979004,0.4659292995929718
tree,00000077.jpg,0.39923471212387085,0.29076728224754333,-0.19622208178043365,0.9999066591262817,0.39127153158187866,0.28344374895095825,-0.1678369790315628,0.9996460676193237,0.39315715432167053,0.2821458578109741,-0.1678299903869629,0.9996473789215088,0.3951852321624756,0.2807222902774811,-0.1678207367658615,0.9997021555900574,0.3852776885032654,0.2896561920642853,-0.16597430408000946,0.9997968077659607,0.38275760412216187,0.29301926493644714,-0.16606463491916656,0.9998015761375427,0.3804459273815155,0.29636555910110474,-0.16607457399368286,0.9998553991317749,0.4017906188964844,0.29147782921791077,-0.037899449467659,0.9993594288825989,0.3793230950832367,0.31592559814453125,-0.030647503212094307,0.9998175501823425,0.41215255856513977,0.3010942339897156,-0.15089933574199677,0.999523401260376,0.4041282832622528,0.30819329619407654,-0.14816732704639435,0.999437153339386,0.48247450590133667,0.3123694062232971,-0.0950835719704628,0.9996838569641113,0.399339884519577,0.4077818989753723,0.06458956748247147,0.9974284768104553,0.465279221534729,0.19979476928710938,-0.21999940276145935,0.9969198703765869,0.4064406752586365,0.5123214721679688,0.0762784332036972,0.9106920957565308,0.37945568561553955,0.1497301459312439,-0.25436079502105713,0.9903565049171448,0.3310071527957916,0.5752886533737183,-0.06407666206359863,0.906974196434021,0.3545973002910614,0.14192205667495728,-0.30043724179267883,0.9661258459091187,0.30907607078552246,0.5950672030448914,-0.09169850498437881,0.8556327223777771,0.35049623250961304,0.14402323961257935,-0.28408491611480713,0.9602074027061462,0.30410540103912354,0.5905340313911438,-0.13688260316848755,0.8662044405937195,0.35857200622558594,0.1494361162185669,-0.2561741769313812,0.9678406715393066,0.31221890449523926,0.5835655331611633,-0.08903764933347702,0.8793845176696777,0.5410105586051941,0.5546591877937317,-0.0886402428150177,0.9987775683403015,0.47150492668151855,0.5455551147460938,0.08864576369524002,0.9963625073432922,0.524133563041687,0.7124077081680298,-0.0768810361623764,0.9783756136894226,0.3385883569717407,0.5976101160049438,0.03692431002855301,0.7896232604980469,0.48573410511016846,0.8632236123085022,0.04649471491575241,0.9796320796012878,0.4507102370262146,0.6097469329833984,0.2938191890716553,0.5448542833328247,0.4890434145927429,0.8812545537948608,0.053751397877931595,0.9055200219154358,0.47307848930358887,0.6019131541252136,0.3191412091255188,0.6854175329208374,0.4403568506240845,0.9051847457885742,-0.10069097578525543,0.9611915349960327,0.45502161979675293,0.6575720906257629,0.2672934830188751,0.6377298831939697
tree,00000078.jpg,0.3754242956638336,0.2772413492202759,-0.3755438029766083,0.9999288320541382,0.37916290760040283,0.26453566551208496,-0.3604079782962799,0.9998218417167664,0.38265928626060486,0.26387542486190796,-0.36036524176597595,0.9997953772544861,0.385936439037323,0.2634822130203247,-0.3604428768157959,0.9998443126678467,0.3686024844646454,0.2659027874469757,-0.3613378405570984,0.999790370464325,0.3649732768535614,0.2658963203430176,-0.3614584803581238,0.9997352957725525,0.3614622950553894,0.26582688093185425,-0.3615071475505829,0.9998024106025696,0.38855862617492676,0.2677876353263855,-0.2518361806869507,0.999636173248291,0.35562145709991455,0.2707221508026123,-0.25454238057136536,0.9997661709785461,0.38311243057250977,0.28826212882995605,-0.3328990340232849,0.9996854066848755,0.3687122166156769,0.28831204771995544,-0.33345645666122437,0.9994761347770691,0.41443678736686707,0.3180214762687683,-0.20283740758895874,0.999157190322876,0.337708979845047,0.32476580142974854,-0.18805278837680817,0.9953816533088684,0.4632893204689026,0.2590816020965576,-0.25149020552635193,0.9894589185714722,0.2802032232284546,0.27162301540374756,-0.22615428268909454,0.9882481694221497,0.5055713057518005,0.1858862042427063,-0.3521949350833893,0.9758598208427429,0.23443089425563812,0.19561338424682617,-0.3355005979537964,0.9707273244857788,0.5165319442749023,0.16529369354248047,-0.38298913836479187,0.9347960352897644,0.2208585888147354,0.17817610502243042,-0.3712904453277588,0.9153276085853577,0.5146017074584961,0.16225332021713257,-0.4019234776496887,0.9392857551574707,0.2222788780927658,0.1742648482322693,-0.3929421007633209,0.9185705780982971,0.5094753503799438,0.16885161399841309,-0.36842072010040283,0.9478920698165894,0.22763976454734802,0.180164635181427,-0.3526354730129242,0.9308028817176819,0.3881443738937378,0.5103662014007568,-0.032900869846343994,0.9974420070648193,0.33920714259147644,0.499319463968277,0.03303823247551918,0.9931360483169556,0.3705528676509857,0.6422885656356812,-0.013620119541883469,0.9321038126945496,0.24529770016670227,0.5394933819770813,-0.040153902024030685,0.9341192841529846,0.35061517357826233,0.7760170698165894,0.07693231850862503,0.9741368293762207,0.34256938099861145,0.5568076372146606,0.22063830494880676,0.5522093772888184,0.34607574343681335,0.7923643589019775,0.07931703329086304,0.8730827569961548,0.35616612434387207,0.551345705986023,0.24634993076324463,0.6593281626701355,0.3402320146560669,0.8053054809570312,-0.04771609976887703,0.9597026109695435,0.35628679394721985,0.616016685962677,0.22441154718399048,0.6251368522644043
tree,00000079.jpg,0.3756120800971985,0.17241591215133667,-0.2055065929889679,0.9999321699142456,0.37379539012908936,0.16307951509952545,-0.18441614508628845,0.9999092817306519,0.37502121925354004,0.16268351674079895,-0.18446090817451477,0.9998842477798462,0.3760647475719452,0.1622016578912735,-0.1844901144504547,0.999910831451416,0.36648139357566833,0.1636904925107956,-0.196548730134964,0.9998923540115356,0.3624660074710846,0.1639971286058426,-0.19660483300685883,0.9998639822006226,0.35801005363464355,0.16445577144622803,-0.19667263329029083,0.9999127388000488,0.3691924214363098,0.1648104041814804,-0.056321557611227036,0.9996771812438965,0.34398773312568665,0.168967604637146,-0.1118239313364029,0.9999338388442993,0.37687617540359497,0.18163426220417023,-0.15612562000751495,0.9999140501022339,0.3689500689506531,0.18315264582633972,-0.1723187118768692,0.9998835325241089,0.40371260046958923,0.2222038209438324,0.01381051167845726,0.9994093179702759,0.3140645921230316,0.22592884302139282,-0.06173577159643173,0.9987234473228455,0.445356547832489,0.28616970777511597,-0.11868178844451904,0.8279242515563965,0.32288411259651184,0.29843100905418396,-0.12282517552375793,0.9338768124580383,0.39776745438575745,0.25035810470581055,-0.34761175513267517,0.7847912907600403,0.38420969247817993,0.2536812424659729,-0.20529837906360626,0.8671755790710449,0.3898797333240509,0.233673095703125,-0.38406622409820557,0.6669940948486328,0.3919847309589386,0.23746803402900696,-0.23637501895427704,0.7742788195610046,0.3875318765640259,0.22712627053260803,-0.36794358491897583,0.6523852348327637,0.38815346360206604,0.23076298832893372,-0.22432228922843933,0.7456578016281128,0.388582319021225,0.23298735916614532,-0.34662744402885437,0.59206223487854,0.3857599198818207,0.23586276173591614,-0.20033499598503113,0.6756976842880249,0.3840441107749939,0.35438862442970276,-0.017286276444792747,0.9992586970329285,0.3296901285648346,0.35027503967285156,0.017503825947642326,0.9983331561088562,0.3652626574039459,0.4583447277545929,0.026962973177433014,0.9490721821784973,0.23889464139938354,0.40972864627838135,-0.16443318128585815,0.9854474067687988,0.35793545842170715,0.5580970644950867,0.1604297161102295,0.9773542284965515,0.3363776206970215,0.4017229974269867,0.1863764524459839,0.46733906865119934,0.35499218106269836,0.5696553587913513,0.16930527985095978,0.8535139560699463,0.35030290484428406,0.39236509799957275,0.22355149686336517,0.4694938361644745,0.3589305281639099,0.5821210145950317,0.046950265765190125,0.9738022089004517,0.3568319082260132,0.4444907605648041,0.20515139400959015,0.5571480393409729
