class_name,file_name,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0_000.JPG,0.0,0.0,0.0,-0.3364714356052039,-0.09398203257090283,-0.2040719257046756,-0.5557787092359235,-0.35988661578728526,-0.26936065406770315,-0.7231415051783812,-0.6311287404447051,-0.31980664604312903,-0.7844806697612747,-0.8523687029485931,-0.3346991759071167,-0.012664321955660158,-0.9412412532367421,-0.09064731218003215,-0.23458770527542747,-1.3804628613719958,-0.22864045116275905,-0.5011940051007701,-1.1904121732441217,-0.3068144458093649,-0.5638204234274675,-0.9398456940697513,-0.33256642561087807,1.665981628883281e-16,-1.0,-0.04388037707481322,-0.2750846550483519,-1.4382238306418793,-0.21089844904438074,-0.5408207636161875,-1.2266439830721618,-0.26926852910882637,-0.5666830409755829,-0.9879330298796407,-0.25189825950481737,-0.018225690411784738,-1.0106033000931238,-0.031217718424182448,-0.2969128840633811,-1.4198724896806965,-0.2339456988292503,-0.5194745690627597,-1.1972393336433695,-0.2628590852292678,-0.5141162605370215,-0.9487779208468452,-0.21090206504484704,-0.044894029105001614,-0.9677398484913107,-0.03263008284660214,-0.27740973653419193,-1.314620792213765,-0.20797746175603254,-0.4752450118802913,-1.1674158103734134,-0.22422862393657073,-0.5182656288471071,-0.9218985133930744,-0.17649276681240772
0,0_001.JPG,0.0,0.0,0.0,0.3693656702756919,-0.2679664199531169,0.18267004071375456,0.5775322030667946,-0.64317909177157,0.20440941434368362,0.7504780471245182,-0.8803991688427552,0.14509659041712358,0.8016968974369565,-1.1183355608452692,0.0960740936366993,0.08468417078373411,-0.989050916063151,0.19874487317850664,0.3435916850522718,-1.4891717398634656,0.07402678847541604,0.6482157255997539,-1.4453123364831277,0.004938330360434503,0.750084100496092,-1.2422717823169775,0.007886472807831143,0.0,-1.0,0.020123297782672203,0.3343106412416532,-1.5505811823972249,-0.10491416679213063,0.6835115808111041,-1.4433579067049471,-0.14478484291306024,0.7721816347566715,-1.2248652727167788,-0.11964666514487252,-0.01414819250545998,-0.9819335671659398,-0.16536646812830638,0.34574791128179866,-1.4983388289357409,-0.23284062784848167,0.6784143582474313,-1.3776730929396483,-0.17580241165419863,0.7668591456676273,-1.1769189362033978,-0.09612568095622742,0.04769432244813572,-0.9156744701581324,-0.34663081449099514,0.34329761371350653,-1.3346471262772759,-0.3712499125638955,0.6135510594444215,-1.3071300725137474,-0.3056468758807636,0.704871406894112,-1.1820171200421976,-0.2258133521556126
0,0_002.JPG,0.0,0.0,0.0,0.32632845531207477,-0.20443211398598085,0.14479578754994168,0.5100435684840118,-0.5750339183342595,0.17514959183647483,0.6972878387958047,-0.8412184790181714,0.14484819744774827,0.8364169897720083,-1.1091602438820019,0.13038391058469911,0.03927453135092874,-0.9661856081021765,0.1557419121597016,0.4120374492152704,-1.442828618120928,0.06584712648523611,0.7406311154475498,-1.4738914274362387,0.028151111343036623,0.8803373369677147,-1.3458300087524506,0.04800503257195961,8.993186726954373e-17,-1.0,0.03415132946767258,0.4295078720606339,-1.5341941234071577,-0.032844537417462266,0.7662821424832648,-1.5097250073583552,-0.02530682146857321,0.8834635361312869,-1.3660454914251952,0.017393282749699562,0.05723812078916187,-0.9860981847357736,-0.09292463945960498,0.4973637156808006,-1.4967059809102858,-0.12138029895467786,0.817802706085975,-1.450950542745114,-0.06051820671577161,0.9259901770831629,-1.3003128824395207,0.008225421476273472,0.2078143481573187,-0.9271209341552364,-0.21630424403173537,0.5818924807517555,-1.331432047563349,-0.21766224218065877,0.8477694811251544,-1.3525705760112026,-0.15906667282422118,0.9501447434787159,-1.2757592230332775,-0.09268767236754177
0,0_003.JPG,0.0,0.0,0.0,0.28245944569122394,-0.20623796867625063,0.2770489734593382,0.4855246736712832,-0.5297608511990592,0.36740971598001515,0.6973922347353544,-0.7354081060050903,0.37241411463877394,0.8171155864795528,-0.9390534245582026,0.38545628839789725,0.04925422422505055,-0.971830133138825,0.25370733977708115,0.4538095914134381,-1.425674795316033,0.18683954592672197,0.7616276736638053,-1.4041963763514704,0.18147501463232407,0.8612977580897814,-1.2126371997021028,0.23270614214362734,-6.901227436758247e-17,-1.0,0.0703054045719796,0.45519113156899416,-1.5097784915631185,0.009736401609945407,0.7952257739465547,-1.425093867035355,0.05143105969569109,0.8724195073024743,-1.2267135446537845,0.13633307419259433,0.0440580856903205,-0.974018240457815,-0.10979964973630377,0.47849916667476766,-1.498035433341741,-0.1429846679632584,0.80690170150199,-1.394325630246417,-0.04275001576669179,0.881676935294367,-1.204616285887152,0.07003835251390063,0.1855391866124295,-0.9004375139487549,-0.27356250008061794,0.5548490605989537,-1.3425095749104725,-0.29523507460955506,0.8029494549699544,-1.3069011116654605,-0.21837758306859925,0.8704607052214229,-1.1673877558646417,-0.12214472416349391
0,0_004.JPG,0.0,0.0,0.0,0.4391724468620406,-0.23853691840357227,0.12663550296774945,0.592449977550268,-0.5457835205342635,0.13646062842093157,0.7593941449881291,-0.739588928359321,0.08771047995535679,0.8429325227192729,-0.9073607578049715,0.05407484905656677,0.06432549809060459,-1.0261519384813902,0.12139784146472468,0.35027323370801255,-1.3441124782301546,0.000894245654549854,0.6139116979033734,-1.2642569060174491,-0.06614256703149667,0.7438048668898412,-1.099854862475138,-0.0855613964814324,5.850380744361335e-17,-1.0,-0.017326840515794226,0.38672771277977064,-1.3347904315627155,-0.16489375064401945,0.6557526192337103,-1.178665211952583,-0.20522376070703105,0.7511305086154871,-0.9983322106275753,-0.19200406128049158,0.026500027086618298,-0.8931750441902241,-0.162389715833816,0.3939576055877428,-1.1998173336428182,-0.28519435344860716,0.6653772271914143,-1.0594616655009035,-0.25334287110513765,0.7570068203373794,-0.8975117189172094,-0.18934321707544297,0.11810923399332093,-0.7129509030934114,-0.303059568495614,0.45341716356021233,-0.9390872916989514,-0.3690950277804486,0.6820861011719076,-0.8931076440174784,-0.33184236086697133,0.7978031080928051,-0.8122461224604238,-0.2784273488415752
0,0_005.JPG,0.0,0.0,0.0,0.35766208039929986,-0.19719014629374298,0.1320021030105067,0.5431873593906381,-0.5218689088213281,0.13944911160349807,0.7469158264122054,-0.7310056404603816,0.07650424833363596,0.900096489021581,-0.9395333784752462,0.02752207466358527,0.05950970702066358,-0.9916489468862631,0.20489030993003476,0.4885926342100029,-1.3437498013425841,0.080561456964232,0.7958123483173635,-1.228984406263546,-0.02670426490419583,0.914194093242629,-1.022939993068057,-0.06768827553900282,1.420169667423018e-16,-1.0,0.060826225152001104,0.4850074042459154,-1.4229651920521549,-0.04399481034920701,0.8245952435866488,-1.268611100461745,-0.12237843115531673,0.9481784123564141,-1.060315127835187,-0.15302494361028968,0.03469774679703473,-0.9666718273765214,-0.09452071443127354,0.506610310187351,-1.4314878465086547,-0.16691523641030928,0.8332351679726974,-1.2737876730454911,-0.17342560649178013,0.935548908462842,-1.0552316059761477,-0.15629847505084069,0.16694292431407265,-0.8768134899152971,-0.24825095496690217,0.5732860254107186,-1.2211600702651164,-0.27417665759670246,0.8108963286206111,-1.127268809699214,-0.23852721057508086,0.8805098090739542,-0.9513782023601711,-0.20126671138471755
0,0_006.JPG,0.0,0.0,0.0,0.3334558867964221,-0.2715063873011511,0.12897192654032663,0.5045376942199779,-0.5864179665038679,0.11151215836542604,0.6601979669628194,-0.7824001418373947,0.025899511096054886,0.7419936949643052,-0.9718378874483313,-0.04551780904595422,0.04227451972953149,-1.0253732083691705,0.07145261036774694,0.4467794049771038,-1.4779893967862023,-0.09757778736529697,0.7493816395558593,-1.3502155961997246,-0.21039972109607524,0.8519865385730083,-1.1135183765502772,-0.24417701499929065,1.6894033567274956e-16,-0.9999999999999998,-0.08327530202409357,0.46405103053817875,-1.5000044938915706,-0.21363498252577856,0.7887253902920178,-1.3150002479279028,-0.27726120865705123,0.8798135089415469,-1.098521034024962,-0.2939530951356019,0.06226873688840356,-0.9209605901857524,-0.242325822630423,0.5131841763267346,-1.419641262518455,-0.3273983394430297,0.8098374001371615,-1.2475510174808981,-0.3176442578554338,0.881339928601551,-1.035191237701604,-0.2889800152771387,0.21307916444078967,-0.7730582797052097,-0.39872104619767035,0.5800679883567398,-1.1366237743212375,-0.4224285347648778,0.804888482860318,-1.0422005708411235,-0.37300835810135285,0.8595348642058218,-0.8744808389238226,-0.3271413660703814
0,0_007.JPG,0.0,0.0,0.0,0.3939816157761497,-0.16188160192389991,0.0673692650616317,0.6058133550725738,-0.5851789848780553,0.08280017985925436,0.7977507649396199,-0.8829318718973156,0.06608096178539703,0.9267994980861249,-1.1520828683264632,0.059540772481145816,0.1007696486328535,-0.9636360762598855,0.0424005519385937,0.49255716221731904,-1.4245210284676106,-0.03611898413140174,0.8601679760635144,-1.5426537007837713,-0.0758905520193462,1.1266512893018885,-1.538648398190201,-0.07813829556732522,0.0,-1.0,-0.036152652977972356,0.4662879847122015,-1.5188599775942961,-0.11661556088133672,0.8890286121913618,-1.6026788060666233,-0.14593681623135765,1.1907748789935804,-1.5494067889541618,-0.14478433678793198,0.012441713824541078,-0.9754780483116487,-0.1180042864584979,0.48814914656063574,-1.5011894201029483,-0.17028839625621842,0.9154574124002319,-1.5942230555580932,-0.19639105009139735,1.2029714577668917,-1.5446298116547126,-0.19844431223252218,0.14017338297604412,-0.910488642915477,-0.1964366140396369,0.52663245889891,-1.3585449902848954,-0.22351731698649913,0.8447938232453716,-1.5237626073063815,-0.2330082259762591,1.0712842780395995,-1.578935738571574,-0.22942328337347595
0,0_008.JPG,0.0,0.0,0.0,0.3689799558167575,-0.24891996452334275,0.2113447919412078,0.5474379957962456,-0.542863359813392,0.23398642890097007,0.74506093728083,-0.7150917077554237,0.16382368232841518,0.8446614406011528,-0.9408459567731927,0.10065999132481836,0.0405586990646829,-1.0088570958406318,0.27678483194322684,0.4212785760210255,-1.401496874816856,0.18866601118670884,0.7308859401199094,-1.3394539799120173,0.11441905052238772,0.8407021126450638,-1.1557386542722565,0.10012903324939619,1.2443472857970982e-16,-0.9999999999999999,0.08532259920671574,0.41793340290140973,-1.488293290641988,0.027917510226567525,0.7571597269076286,-1.3863474304546488,-0.014074352779669558,0.8713063609332447,-1.188025935467009,-0.015643075467039712,0.054508848918598904,-0.9500461745695734,-0.11126813828467567,0.4583337392776438,-1.4603410274862256,-0.12487723052441878,0.7782984015548732,-1.3459471599389723,-0.07778466632997758,0.8572577968923724,-1.1614330132916615,-0.031849408027225405,0.20529928638825287,-0.8456912575288512,-0.3036463062689158,0.5883962552186198,-1.2053649093697527,-0.2850039737550379,0.8405326325874811,-1.1528675562977595,-0.20693825020108403,0.90667345811926,-1.0189949609958837,-0.13900033453994698
0,0_009.JPG,0.0,0.0,0.0,0.30754561512216116,-0.23219311910433843,0.24686015681405488,0.4739161744405843,-0.5068544902984846,0.30728170563278373,0.6255605479644639,-0.6716407557750276,0.28747695126606027,0.6524549370791247,-0.8275784347721424,0.27832605169456276,0.05544424507532018,-1.0103235336537768,0.23291912159354466,0.3455184048882775,-1.3828229635151292,0.16638000582167553,0.5870100278245137,-1.292620166393787,0.1403574338906857,0.6315680093340026,-1.0971957476165404,0.15571002811151066,1.6410529673423238e-16,-1.0,0.03523204731860629,0.36879456193959653,-1.4438499200503783,-0.027524526884569668,0.6366730057850405,-1.2972739046823212,-0.031081504578229127,0.6604925951968279,-1.1027132327446465,-0.0028467933823690577,0.022165751436899053,-0.9409455919219049,-0.15882371480563118,0.36760701943465884,-1.400571723730873,-0.19579619084836816,0.6199889307996158,-1.2537598792276323,-0.1204769915356757,0.6406566535514364,-1.0765168681887791,-0.04740843661408221,0.11649024962894446,-0.8293572912315692,-0.3409696041105159,0.41593254687816056,-1.1878792551082007,-0.3580998488196325,0.6045202228183709,-1.1020256441633927,-0.28370735368956423,0.6189640704933091,-0.9508785893032258,-0.21175538771792832
